sku,avg_daily_demand,demand_std,lead_time_days,current_stock,unit_cost,service_level,safety_stock,reorder_point,recommended_order_qty,reorder_now,estimated_order_value
SKU-0029,29.0986301369863,7.33358399162893,11,174,13.94,0.95,40.010917941159576,360.0958494480089,367.0,True,5115.98
SKU-0409,16.09315068493151,5.62979536174662,20,205,15.19,0.9,32.277183548905974,354.14019724753615,327.0,True,4967.13
SKU-0151,7.4,3.7874866263862828,15,132,66.23,0.95,24.1302954730228,135.1302954730228,71.0,True,4702.33
SKU-0281,17.02191780821918,5.79214717003805,22,328,16.21,0.9,34.82883546977996,409.3110272506019,286.0,True,4636.06
SKU-0406,5.4,3.3926228953259905,28,37,19.41,0.95,29.531159997013845,180.73115999701386,235.0,True,4561.35
SKU-0299,11.257534246575343,4.669221109723634,8,98,57.38,0.98,27.126257064821377,117.18653103742412,78.0,True,4475.64
SKU-0237,30.44109589041096,7.712909038014893,7,188,25.67,0.9,26.16105505369469,239.2487262865714,171.0,True,4389.570000000001
SKU-0220,20.104109589041094,6.463771361035099,7,136,40.6,0.9,21.924163450792634,162.6529305740803,108.0,True,4384.8
SKU-0142,15.271232876712329,5.102291002661374,22,275,15.06,0.95,39.367919783995085,375.33504307166635,289.0,True,4352.34
SKU-0377,11.243835616438357,4.520800106095981,4,45,96.15,0.95,14.87343234905578,59.848774814809204,45.0,True,4326.75
SKU-0082,11.372602739726027,4.479908146194979,21,78,12.4,0.95,33.7710574166079,272.5957149508545,331.0,True,4104.400000000001
SKU-0078,16.136986301369863,5.215981012775643,26,301,10.57,0.9,34.09657065527409,453.65821449089054,380.0,True,4016.6
SKU-0021,30.893150684931506,7.858786794479021,18,529,10.55,0.9,42.744455032446425,598.8211673612136,370.0,True,3903.5000000000005
SKU-0204,1.9452054794520548,1.9364236532342447,16,34,119.28,0.95,12.74166763828133,43.86495530951421,32.0,True,3816.96
SKU-0313,19.224657534246575,6.363006512188499,3,70,97.74,0.9,14.12898682817871,71.80295943091843,38.0,True,3714.12
SKU-0133,19.46301369863014,6.023021467333957,6,66,25.35,0.95,24.269226706391745,141.0473088981726,146.0,True,3701.1000000000004
SKU-0479,18.84931506849315,5.932938491587841,25,38,4.79,0.95,48.79841909330999,520.0312958056388,743.0,True,3558.97
SKU-0114,15.172602739726027,5.00881805589157,24,276,9.51,0.9,31.457840229321857,395.6003059827465,318.0,True,3024.18
SKU-0191,26.435616438356163,7.3237039858432595,6,163,27.37,0.9,22.998231049989283,181.61192968012625,110.0,True,3010.7000000000003
SKU-0410,34.983561643835614,8.38560733380513,10,309,9.58,0.95,43.62148282505637,393.45709926341254,282.0,True,2701.56
SKU-0179,22.383561643835616,6.469348985085941,16,167,5.2,0.9,33.174821595520704,391.31180789689057,420.0,True,2184.0
SKU-0122,13.153424657534247,5.145521956666128,15,107,7.79,0.95,32.782416791197086,230.08378665421077,239.0,True,1861.81
SKU-0417,2.0684931506849313,2.0227332118310035,19,30,38.98,0.9,11.303252544267169,50.604622407280864,46.0,True,1793.08
SKU-0464,19.279452054794522,6.278232036260604,26,509,4.69,0.9,41.040445064935426,542.306198489593,305.0,True,1430.45
SKU-0399,5.832876712328767,3.2928516814908084,7,30,16.95,0.95,14.331349644917927,55.1614866312193,53.0,True,898.3499999999999
SKU-0478,14.095890410958905,5.092453972348179,11,134,5.84,0.9,21.652671151372136,176.7074656719201,132.0,True,770.88
SKU-0358,18.002739726027396,5.783406839491956,11,147,3.52,0.9,24.590542616602736,222.6206796029041,187.0,True,658.24
SKU-0181,20.232876712328768,6.344333259215591,21,539,104.37,0.95,47.82572226375729,472.7161332226614,171.0,False,17847.27
SKU-0360,20.22739726027397,5.91610904472807,24,597,75.67,0.98,59.530870118595566,544.9884043651708,221.0,False,16723.07
SKU-0423,17.816438356164383,5.474893086884025,18,375,95.75,0.95,38.21006685642952,358.90595726738843,164.0,False,15703.0
SKU-0126,22.432876712328767,6.719989346098807,18,522,111.86,0.9,36.55046127789519,440.342242099813,139.0,False,15548.539999999999
SKU-0246,13.912328767123288,5.579887972148287,29,468,62.93,0.98,61.71985795284189,465.1773921994172,230.0,False,14473.9
SKU-0240,12.441095890410958,4.617805827864215,26,385,90.39,0.95,38.73363393320118,362.2021270838861,159.0,False,14372.01
SKU-0212,22.350684931506848,6.0612968566574175,20,592,95.83,0.95,44.590922232829975,491.60462086296695,146.0,False,13991.18
SKU-0414,11.24931506849315,4.638086572828556,24,306,96.18,0.9,29.129464226831995,299.1130258706676,143.0,False,13753.740000000002
SKU-0415,26.095890410958905,7.071775628327574,10,297,84.6,0.9,28.66926098776924,289.6281650973583,138.0,False,11674.8
SKU-0251,32.605479452054794,8.085597873382245,7,280,109.47,0.9,27.425160865378423,255.66351702976198,104.0,False,11384.88
SKU-0243,32.44931506849315,7.711542712913963,13,470,47.22,0.95,45.73817658284254,467.57927247325347,232.0,False,10955.039999999999
SKU-0378,10.821917808219178,4.585399864385098,25,320,68.14,0.98,47.09205660723495,317.6400018127144,157.0,False,10697.98
SKU-0218,32.43835616438356,7.72534415707973,13,519,49.91,0.98,57.212371679777874,478.91100181676416,200.0,False,9982.0
SKU-0119,33.967123287671235,8.271758765547844,8,318,66.35,0.95,38.486529987714604,310.2235162890845,148.0,False,9819.8
SKU-0337,28.23835616438356,7.574223025052673,13,534,105.68,0.95,44.923715408792035,412.0223455457783,85.0,False,8982.800000000001
SKU-0036,5.197260273972603,3.3132257696620475,29,191,95.81,0.98,36.64801603364563,187.3685639788511,91.0,False,8718.710000000001
SKU-0216,26.682191780821917,7.310825603656208,9,335,104.16,0.95,36.07892435404339,276.2186503814406,80.0,False,8332.8
SKU-0312,8.717808219178082,4.23549050267899,26,275,63.49,0.9,27.687160062625864,254.35017376125597,107.0,False,6793.43
SKU-0296,15.452054794520548,5.503348371100326,21,373,41.2,0.9,32.331412443409896,356.82456312834137,163.0,False,6715.6
SKU-0210,28.145205479452056,7.075981683454618,6,201,67.33,0.95,28.512035790908435,197.38326866762077,96.0,False,6463.68
SKU-0497,12.87945205479452,5.088960226062659,23,368,49.44,0.9,31.288230309232052,327.515627569506,124.0,False,6130.5599999999995
SKU-0482,27.687671232876713,7.250690478781157,14,573,98.82,0.9,34.78014667328133,422.4075439335553,61.0,False,6028.0199999999995
SKU-0068,17.898630136986302,5.574975808124838,27,582,27.96,0.95,47.65305756540633,530.9160712640365,215.0,False,6011.400000000001
SKU-0162,29.205479452054796,8.142209423045129,7,238,53.29,0.9,27.617178930171633,232.0555350945552,111.0,False,5915.19
SKU-0099,13.723287671232876,5.033691994509533,14,243,71.24,0.9,24.145637769189854,216.2716651664501,82.0,False,5841.679999999999
SKU-0342,13.93972602739726,4.818312701285603,26,484,50.47,0.9,31.497035563625374,393.92991227595417,107.0,False,5400.29
SKU-0234,23.5972602739726,6.457340413864901,6,210,91.84,0.98,32.488506430751464,174.07206807458707,52.0,False,4775.68
SKU-0070,17.104109589041094,5.85024744372342,17,421,51.79,0.98,49.544920452852196,340.3147834665508,90.0,False,4661.1
SKU-0143,12.38082191780822,4.6857469625792305,26,412,30.42,0.98,49.0756370165885,370.9770068796022,145.0,False,4410.900000000001
SKU-0402,9.43013698630137,4.124927070001547,8,103,96.16,0.95,19.192306482385174,94.63340237279614,39.0,False,3750.24
SKU-0177,21.306849315068494,5.7497331225004595,8,246,90.73,0.9,20.848782840624306,191.30357736117224,41.0,False,3719.9300000000003
SKU-0301,26.71232876712329,6.937474783747446,7,291,104.74,0.95,30.19370029252973,217.18000166239275,35.0,False,3665.8999999999996
SKU-0333,12.043835616438356,4.8184907781894974,13,236,85.04,0.95,28.57910411448025,185.1489671281789,42.0,False,3571.6800000000003
SKU-0084,31.35890410958904,7.652835350745155,11,440,24.8,0.95,41.7527047600988,386.7006499655783,141.0,False,3496.8
SKU-0338,31.561643835616437,7.7501972703887585,13,451,15.42,0.9,35.82386654359177,446.12523640660544,219.0,False,3376.98
SKU-0450,18.791780821917808,5.9170491565525944,10,285,72.24,0.95,30.780174635299876,218.69798285447797,44.0,False,3178.56
SKU-0090,29.731506849315068,7.858936201399826,7,309,69.18,0.9,26.656357752302853,234.77690569750834,44.0,False,3043.92
SKU-0255,16.34246575342466,5.921230145065252,22,479,22.56,0.95,45.68663630747701,405.22088288281947,129.0,False,2910.24
SKU-0168,11.421917808219177,4.695398922049331,23,357,29.18,0.95,37.04267286124856,299.74678245028963,93.0,False,2713.74
SKU-0173,15.547945205479452,5.269237636671418,18,365,27.57,0.9,28.659727907901186,308.5227416065313,98.0,False,2701.86
SKU-0016,32.25205479452055,7.807577848803122,12,455,13.98,0.95,44.491069794800104,431.5157273290467,193.0,False,2698.14
SKU-0196,12.375342465753425,4.8151483956317955,19,347,45.84,0.95,34.5264859439996,269.6579927933147,58.0,False,2658.7200000000003
SKU-0139,15.915068493150685,5.417809237330987,17,342,22.11,0.9,28.637572073042207,299.1937364566038,107.0,False,2365.77
SKU-0308,8.865753424657534,4.19393266550261,22,229,22.57,0.9,25.218591049226834,220.2651663916926,102.0,False,2302.14
SKU-0030,30.602739726027398,7.390853654890308,9,362,23.66,0.9,28.425223156708125,303.8498806909547,94.0,False,2224.04
SKU-0499,28.884931506849316,7.610570859025018,6,274,63.66,0.95,30.666115095965928,203.97570413706183,32.0,False,2037.12
SKU-0392,30.76986301369863,7.43703763788627,8,339,28.17,0.9,26.967022535893015,273.125926645482,71.0,False,2000.0700000000002
SKU-0230,16.484931506849314,5.388012519485357,19,457,32.52,0.9,30.108798265237805,343.32249689537474,58.0,False,1886.16
SKU-0447,13.32054794520548,4.778470458076666,27,574,60.15,0.95,40.84479209424794,400.49958661479593,27.0,False,1624.05
SKU-0236,7.835616438356165,3.860242898716566,25,252,12.75,0.98,39.64469456981913,235.53510552872325,102.0,False,1300.5
SKU-0349,6.109589041095891,3.3934392252851313,10,97,77.74,0.9,13.757138222277094,74.85302863323601,16.0,False,1243.84
SKU-0019,29.843835616438355,7.853063136906797,12,466,8.83,0.95,44.75026530547534,402.8762927027356,139.0,False,1227.3700000000001
SKU-0295,9.616438356164384,4.263408509046284,23,313,16.55,0.95,33.634638780710134,254.81272097249095,70.0,False,1158.5
SKU-0096,13.150684931506849,4.983134282440396,21,455,67.42,0.95,37.564545627993674,313.7289291896375,16.0,False,1078.72
SKU-0380,23.731506849315068,7.092343742102054,7,292,68.57,0.98,38.54244270710062,204.66299065230612,15.0,False,1028.55
SKU-0484,9.96986301369863,4.34395768715311,25,392,15.2,0.98,44.612445447062434,293.8590207895282,49.0,False,744.8
SKU-0458,30.084931506849315,7.880698204147681,6,247,8.41,0.95,31.754569091013614,212.26415813210951,72.0,False,605.52
SKU-0280,15.512328767123288,5.51052801576168,17,455,53.36,0.98,46.66788453316459,310.3774735742605,11.0,False,586.96
SKU-0053,28.15890410958904,7.01074206416341,9,411,12.58,0.98,43.20019259937493,296.6303295856763,34.0,False,427.72
SKU-0158,4.347945205479452,2.936512732810185,17,113,14.43,0.9,15.521881879821578,89.43695037297226,22.0,False,317.46
SKU-0108,12.235616438356164,4.7991920640729635,19,404,27.09,0.98,42.968022869641416,275.4447351984085,10.0,False,270.9
SKU-0235,8.413698630136986,4.129940101090694,18,276,42.15,0.98,35.98988381955148,187.43645916201723,6.0,False,252.89999999999998
SKU-0303,30.720547945205478,7.46005772346252,12,595,10.77,0.95,42.510744724586864,411.1573200670526,22.0,False,236.94
SKU-0160,12.567123287671233,4.601004870967915,23,467,10.45,0.95,36.297984707524925,325.34182032396325,22.0,False,229.89999999999998
SKU-0091,5.279452054794521,3.1707349524190214,24,218,114.01,0.9,19.913774553140456,146.62062386820895,2.0,False,228.02
SKU-0106,20.53150684931507,6.6549344807404,14,478,113.43,0.9,31.922421460216142,319.3635173506271,2.0,False,226.86
SKU-0335,10.76986301369863,4.663002762319897,12,229,14.01,0.98,33.17849903230691,162.41685519669048,15.0,False,210.15
SKU-0007,5.186301369863013,3.156769938938888,16,145,41.23,0.9,16.18791624687862,99.16873816468683,4.0,False,164.92
SKU-0432,28.991780821917807,7.314552584558291,6,304,5.42,0.98,36.80135682040931,210.75204175191612,13.0,False,70.46
SKU-0002,15.813698630136987,5.421601965836268,5,448,90.55,0.9,15.541776435557288,94.61026958624223,0.0,False,0.0
SKU-0003,5.887671232876713,3.3267127789445916,5,146,109.36,0.95,12.236753480729922,41.67510964511349,0.0,False,0.0
SKU-0009,31.057534246575344,8.144942437485383,8,463,83.61,0.9,29.53391618542977,277.9941901580325,0.0,False,0.0
SKU-0010,34.172602739726024,8.693202793018354,6,540,108.29,0.98,43.737693344830426,248.7733097831866,0.0,False,0.0
SKU-0013,12.657534246575343,4.984644492493291,11,367,27.28,0.9,21.194274624476876,160.42715133680565,0.0,False,0.0
SKU-0017,12.2,4.9835994759073206,8,368,80.15,0.9,18.070748854627826,115.67074885462782,0.0,False,0.0
SKU-0022,9.509589041095891,4.084013471995412,5,144,44.59,0.9,11.707392896329358,59.25533810180882,0.0,False,0.0
SKU-0026,9.93972602739726,4.297544012586425,16,385,34.35,0.98,35.30862160741006,194.34423804576622,0.0,False,0.0
SKU-0027,11.693150684931506,4.618296412012737,22,585,30.53,0.9,27.770338211832772,285.01965328032594,0.0,False,0.0
SKU-0028,2.1671232876712327,2.031892340162525,8,105,93.77,0.95,9.453912728594103,26.790899029963967,0.0,False,0.0
SKU-0033,3.652054794520548,2.746031581671769,7,152,44.77,0.98,14.92296041436708,40.48734397601092,0.0,False,0.0
SKU-0034,25.895890410958906,7.0090294659026355,3,397,114.7,0.9,15.563473778057498,93.25114501093421,0.0,False,0.0
SKU-0037,8.852054794520548,4.032836020794261,7,292,112.26,0.9,13.678787684714552,75.64317124635839,0.0,False,0.0
SKU-0038,4.684931506849315,3.107403037168768,7,318,8.77,0.95,13.524228760034367,46.31874930797957,0.0,False,0.0
SKU-0039,3.591780821917808,2.6911410129959727,29,185,108.95,0.9,18.579048954752874,122.74069279036931,-0.0,False,-0.0
SKU-0040,15.545205479452054,5.550592511087954,7,315,117.87,0.95,24.157626795036837,132.97406515120122,0.0,False,0.0
SKU-0041,27.041095890410958,6.9310544132362155,9,574,110.5,0.98,42.70915729436155,286.0790203080602,0.0,False,0.0
SKU-0042,2.5013698630136987,2.0895141892055835,28,384,45.79,0.95,18.18822183935405,88.22657800373761,0.0,False,0.0
SKU-0047,4.487671232876712,2.966476857580435,21,497,91.22,0.95,22.362302309139192,116.60339819955016,0.0,False,0.0
SKU-0048,32.057534246575344,7.9354870954351915,3,270,44.74,0.98,28.2315456731353,124.40414841286133,0.0,False,0.0
SKU-0049,2.1835616438356165,2.103569291314154,3,165,93.92,0.98,7.483726179644622,14.03441111115147,0.0,False,0.0
SKU-0050,24.15068493150685,6.636295539352049,4,379,80.54,0.95,21.83341232446824,118.43615205049564,0.0,False,0.0
SKU-0056,23.30958904109589,6.7713878571506685,4,190,77.65,0.95,22.2778660500257,115.51622221440925,0.0,False,0.0
SKU-0061,5.2904109589041095,3.2357958573817345,6,587,6.44,0.95,13.038350214142831,44.78081596756749,0.0,False,0.0
SKU-0063,4.772602739726027,3.1026955789260064,6,493,56.09,0.95,12.502034537692856,41.13765097604902,0.0,False,0.0
SKU-0066,2.819178082191781,2.4008158831973767,11,231,111.96,0.95,13.098486006854376,44.109444910963965,0.0,False,0.0
SKU-0069,21.994520547945207,6.8476331519168365,9,580,48.2,0.9,26.335997102272152,224.28668203377902,0.0,False,0.0
SKU-0075,13.906849315068493,5.115381050095022,7,311,24.71,0.9,17.350621485691118,114.69856669117057,0.0,False,0.0
SKU-0077,2.115068493150685,2.1503686901407297,16,516,13.6,0.98,17.667429158196235,51.5085250486072,0.0,False,0.0
SKU-0085,13.205479452054794,4.940188700709221,11,572,21.55,0.95,26.952917556210604,172.21319152881333,0.0,False,0.0
SKU-0087,11.128767123287671,4.732094053923685,3,571,94.65,0.98,16.83505093087068,50.22135230073369,0.0,False,0.0
SKU-0089,17.312328767123287,5.84046008098243,5,241,110.24,0.95,21.483150176763804,108.04479401238024,0.0,False,0.0
SKU-0095,20.326027397260273,5.949929064986254,12,482,64.44,0.95,33.90535636413715,277.8176851312604,0.0,False,0.0
SKU-0102,10.726027397260275,4.188092336234928,18,490,24.0,0.98,36.496644725390155,229.5651378760751,0.0,False,0.0
SKU-0103,21.66849315068493,6.338632568074708,9,488,36.05,0.95,31.281151723448684,226.29759007961306,0.0,False,0.0
SKU-0111,7.835616438356165,3.7731472370232932,4,496,119.86,0.9,9.674349515727725,41.01681526915238,0.0,False,0.0
SKU-0113,8.273972602739725,4.292404081799048,4,313,52.69,0.95,14.122009429118867,47.21789984007777,0.0,False,0.0
SKU-0115,7.8712328767123285,3.7894256955656034,21,400,24.23,0.95,28.565967998609402,193.8618584095683,0.0,False,0.0
SKU-0121,12.287671232876713,4.675395769975089,8,406,18.07,0.9,16.953188787272502,115.25455865028621,0.0,False,0.0
SKU-0123,4.4082191780821915,2.953939138734154,14,328,17.42,0.9,14.169469350509438,75.88453784366013,0.0,False,0.0
SKU-0124,5.208219178082191,3.0328672750176446,9,329,17.69,0.95,14.967200002212078,61.841172604951794,0.0,False,0.0
SKU-0125,8.92054794520548,4.066310221787109,26,501,23.89,0.95,34.10775105335748,266.04199762869996,0.0,False,0.0
SKU-0127,22.265753424657536,6.561882502148341,4,558,5.65,0.98,26.956213318825384,116.01922701745553,0.0,False,0.0
SKU-0130,12.424657534246576,4.726351798660642,13,352,73.99,0.95,28.032615678541692,189.5531636237472,0.0,False,0.0
SKU-0136,17.323287671232876,5.83798005645321,16,583,16.78,0.98,47.96484414381957,325.1374468835456,0.0,False,0.0
SKU-0137,26.86849315068493,6.979500531429326,6,304,5.04,0.9,21.917347580624888,183.12830648473448,0.0,False,0.0
SKU-0140,3.5095890410958903,2.6865642701974504,21,386,38.25,0.95,20.25222688980924,93.95359675282293,0.0,False,0.0
SKU-0146,6.50958904109589,3.433519498900528,8,408,20.76,0.95,15.975351180237906,68.05206350900502,0.0,False,0.0
SKU-0150,14.082191780821917,5.369719293667909,10,436,13.26,0.9,21.769056592316165,162.59097440053534,0.0,False,0.0
SKU-0152,23.506849315068493,6.85990758530171,6,288,118.95,0.98,34.51392328967251,175.55501918008346,0.0,False,0.0
SKU-0153,2.7835616438356166,2.4336815652755637,27,275,53.29,0.98,25.97443286252734,101.13059724608898,0.0,False,0.0
SKU-0154,2.9753424657534246,2.486655639560419,17,287,102.87,0.9,13.144017623963062,63.72483954177129,0.0,False,0.0
SKU-0156,2.2356164383561645,2.2260551185758697,5,187,54.68,0.95,8.188169382381064,19.366251574161886,0.0,False,0.0
SKU-0161,34.391780821917806,8.376277226286692,4,317,35.22,0.95,27.557952074483218,165.12507536215443,0.0,False,0.0
SKU-0163,19.457534246575342,5.909712572923129,6,273,12.38,0.95,23.81265864313292,140.557864122585,0.0,False,0.0
SKU-0166,6.095890410958904,3.3280541767438003,6,542,67.68,0.9,10.450908317920357,47.02625078367378,0.0,False,0.0
SKU-0167,12.547945205479452,4.702819752378665,22,537,26.52,0.95,36.285705906162754,312.3405004267107,0.0,False,0.0
SKU-0170,16.126027397260273,5.635007030165672,4,558,62.1,0.95,18.53917312924506,83.04328271828615,0.0,False,0.0
SKU-0172,7.210958904109589,3.5303846583932716,13,566,89.36,0.9,16.318556087989798,110.06102184141446,0.0,False,0.0
SKU-0176,10.172602739726027,4.727789608343597,14,577,45.32,0.9,22.678283744122375,165.09472210028676,0.0,False,0.0
SKU-0182,19.594520547945205,5.808763046886904,8,559,55.37,0.9,21.06282791861503,177.81899230217667,0.0,False,0.0
SKU-0186,2.3095890410958906,2.0164273421706027,7,570,8.49,0.95,8.776017892532623,24.94314118020386,0.0,False,0.0
SKU-0189,26.40821917808219,6.739700188669204,10,524,108.29,0.9,27.323013885548104,291.40520566637,0.0,False,0.0
SKU-0190,22.235616438356164,6.309276483289204,3,408,22.56,0.9,14.009679882768292,80.71652919783679,0.0,False,0.0
SKU-0197,5.8054794520547945,3.4953615422017497,26,460,84.54,0.98,36.6082709238774,187.55073667730207,0.0,False,0.0
SKU-0200,25.676712328767124,6.961403020847614,11,569,64.14,0.98,47.423495208264626,329.867330824703,0.0,False,0.0
SKU-0201,11.07945205479452,4.80747354612934,12,268,92.77,0.9,21.34988555487646,154.3033102124107,0.0,False,0.0
SKU-0205,7.876712328767123,3.7823520412200127,9,226,35.84,0.9,14.546925950532168,85.43733690943628,0.0,False,0.0
SKU-0206,25.265753424657536,7.219331100070155,11,595,115.19,0.95,39.38757155637467,317.3108592276076,0.0,False,0.0
SKU-0209,13.12054794520548,4.816037736474972,13,548,5.27,0.98,35.666623441045296,206.23374672871654,0.0,False,0.0
SKU-0211,12.657534246575343,4.844899827954893,4,576,24.86,0.98,19.9028484932387,70.53298547954007,0.0,False,0.0
SKU-0217,30.93972602739726,8.008010064894895,8,571,39.25,0.98,46.52324970124906,294.04105792042714,0.0,False,0.0
SKU-0219,2.4136986301369863,2.2535268493131038,7,279,29.04,0.9,7.643632211826612,24.53952262278552,0.0,False,0.0
SKU-0221,11.53972602739726,4.564758088688739,3,184,27.19,0.98,16.239731086168764,50.85890916836054,0.0,False,0.0
SKU-0222,6.726027397260274,3.630079896392417,27,468,21.2,0.95,31.02872769738457,212.63146742341195,0.0,False,0.0
SKU-0229,6.282191780821917,3.328999390378595,8,323,13.09,0.9,12.071096847081268,62.32863109365661,0.0,False,0.0
SKU-0231,5.578082191780822,3.369638459074551,7,180,32.51,0.95,14.665545735147214,53.71212107761296,0.0,False,0.0
SKU-0233,33.21369863013699,8.241101012482346,6,507,15.67,0.95,33.20677999687411,232.48897177769604,0.0,False,0.0
SKU-0239,21.383561643835616,6.475291450410206,14,594,9.31,0.95,39.85558983301876,339.2254528467174,0.0,False,0.0
SKU-0242,8.216438356164383,4.195726950420011,22,408,66.57,0.98,40.42211163018879,221.18375546580523,0.0,False,0.0
SKU-0244,10.7013698630137,4.677644199934106,5,152,52.89,0.98,21.48387545312351,74.990724768192,0.0,False,0.0
SKU-0245,6.4,3.4860790657624587,13,539,30.85,0.95,20.676394572071796,103.8763945720718,0.0,False,0.0
SKU-0247,13.572602739726028,5.054463272827899,15,537,63.59,0.95,32.20227667107276,235.79131776696318,0.0,False,0.0
SKU-0252,15.635616438356164,5.326312711925915,6,538,88.6,0.98,26.79802112059114,120.61171975072813,0.0,False,0.0
SKU-0259,3.441095890410959,2.5656134592136928,27,255,98.87,0.9,17.09075043471577,110.00033947581167,0.0,False,0.0
SKU-0261,7.531506849315068,3.799540049966459,21,286,10.93,0.95,28.64221341080459,186.80385724642105,0.0,False,0.0
SKU-0262,3.7150684931506848,2.803239454203564,12,515,5.6,0.98,19.945790783178804,64.52661270098702,0.0,False,0.0
SKU-0263,5.682191780821918,3.505542803580418,14,446,32.83,0.9,16.815404441107532,96.36608937261438,0.0,False,0.0
SKU-0271,16.312328767123287,5.32833874089937,7,436,38.35,0.98,28.956181216376173,143.14248258623917,0.0,False,0.0
SKU-0273,10.013698630136986,4.379313103738421,14,263,22.22,0.9,21.006709984653636,161.19849080657144,0.0,False,0.0
SKU-0274,10.838356164383562,4.551736479925935,21,438,80.16,0.95,34.31252360372777,261.91800305578255,0.0,False,0.0
SKU-0277,23.56986301369863,6.96645583129004,4,406,57.99,0.9,17.861992751427664,112.14144480622218,0.0,False,0.0
SKU-0278,4.076712328767123,2.8312677502509924,7,544,82.86,0.95,12.322415945821398,40.85940224719126,0.0,False,0.0
SKU-0282,28.293150684931508,7.305656561402662,10,548,3.14,0.95,38.00363641334227,320.9351432626574,0.0,False,0.0
SKU-0283,12.904109589041095,5.166896914417879,12,402,74.06,0.9,22.946076923394095,177.79539199188721,0.0,False,0.0
SKU-0286,10.753424657534246,4.425763800466785,14,530,61.0,0.95,27.24069303753921,177.78863824301865,0.0,False,0.0
SKU-0287,26.49041095890411,7.491976741153799,8,429,47.73,0.9,27.16623411825342,239.0895217894863,0.0,False,0.0
SKU-0288,10.178082191780822,4.35177892687471,12,510,116.49,0.95,24.798382253313513,146.93536855468338,0.0,False,0.0
SKU-0290,22.476712328767125,6.757789980848742,4,357,38.5,0.95,22.23312903699236,112.13997835206087,0.0,False,0.0
SKU-0292,6.69041095890411,3.8172599769661626,7,188,107.81,0.95,16.61371136846515,63.446588080793916,0.0,False,0.0
SKU-0293,8.953424657534246,4.095765777657982,15,454,25.35,0.98,32.58225825660038,166.88362811961406,0.0,False,0.0
SKU-0297,22.323287671232876,6.8516164882590145,7,525,111.62,0.95,29.820022589559425,186.08303628818953,0.0,False,0.0
SKU-0302,12.736986301369862,5.181526432181374,5,447,108.01,0.98,23.798147906935768,87.48307941378508,0.0,False,0.0
SKU-0304,3.863013698630137,2.661875054309816,3,227,38.62,0.9,5.91066463762983,17.49970573352024,0.0,False,0.0
SKU-0305,7.427397260273972,3.866354597998609,14,281,39.93,0.95,23.79751462724922,127.78107627108483,0.0,False,0.0
SKU-0306,14.435616438356165,5.433346616669316,7,326,119.91,0.98,29.526833201506545,130.5761482699997,0.0,False,0.0
SKU-0307,24.24109589041096,6.692784281081192,8,583,60.19,0.95,31.139936528126782,225.06870365141447,0.0,False,0.0
SKU-0309,6.958904109589041,3.518547231443773,5,469,36.9,0.95,12.942384252102979,47.73690480004818,0.0,False,0.0
SKU-0311,7.054794520547945,3.641527917755686,17,341,103.81,0.9,19.248466240221145,139.17997308953622,0.0,False,0.0
SKU-0314,16.964383561643835,5.165007203568625,19,585,63.86,0.9,28.862620375945554,351.18590804717843,0.0,False,0.0
SKU-0315,25.594520547945205,7.408783961165994,6,318,67.71,0.9,23.265403089435704,176.83252637710692,0.0,False,0.0
SKU-0316,20.5013698630137,6.330904774293886,17,590,107.65,0.9,33.46403201356055,381.9873196847934,0.0,False,0.0
SKU-0318,16.78904109589041,5.577810276853293,9,480,63.94,0.98,34.370466925969986,185.4718367889837,0.0,False,0.0
SKU-0322,15.706849315068494,5.704642623643961,21,589,118.08,0.9,33.51398840673655,363.3578240231749,0.0,False,0.0
SKU-0323,10.493150684931507,4.339073962046602,7,385,63.32,0.95,18.88478197630074,92.3368367708213,0.0,False,0.0
SKU-0325,14.906849315068493,4.975995365861775,9,414,6.4,0.9,19.137678177104387,153.29932201272084,0.0,False,0.0
SKU-0326,26.28219178082192,6.792031175619823,10,588,69.94,0.95,35.33178450654992,298.1537023147691,0.0,False,0.0
SKU-0327,2.9424657534246577,2.3776614820316904,19,139,97.48,0.98,21.28762749484534,77.19447680991384,0.0,False,0.0
SKU-0331,5.394520547945206,3.2366331378370266,15,304,63.31,0.98,25.747765498245514,106.6655737174236,0.0,False,0.0
SKU-0334,5.726027397260274,3.3897886169168725,23,422,78.46,0.9,20.84128824637475,152.53991838336106,0.0,False,0.0
SKU-0336,15.87945205479452,5.272960230178214,9,369,8.72,0.98,32.49198093835815,175.40704943150882,0.0,False,0.0
SKU-0341,19.70958904109589,6.128929875929027,4,366,29.61,0.9,15.714576201882027,94.55293236626558,0.0,False,0.0
SKU-0348,3.073972602739726,2.5381716291511,14,115,49.1,0.95,15.622513388311315,58.658129826667476,0.0,False,0.0
SKU-0350,17.556164383561644,5.67433460061327,5,548,15.34,0.9,16.266269700172604,104.04709161798083,0.0,False,0.0
SKU-0351,3.863013698630137,2.8163331924526847,4,58,17.18,0.98,11.569496754595628,27.021551549116175,0.0,False,0.0
SKU-0352,15.657534246575343,4.90183632915894,7,526,81.39,0.98,26.638407943295412,136.24114766932283,0.0,False,0.0
SKU-0353,10.953424657534246,4.533819260364717,22,527,12.61,0.98,43.67933147680565,284.65467394255904,0.0,False,0.0
SKU-0355,14.605479452054794,5.281418037471296,3,508,56.9,0.9,11.727331371199892,55.54376972736428,0.0,False,0.0
